bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,available_copies,publication_date,publisher,subject
10888,The Nature of Play: Great Apes and Humans,Anthony D. Pellegrini/Peter K. Smith,4.33,1593851170,9.78159E+12,eng,308,3,1,12/06/04,The Guilford Press,{'Play'}
10889,Shadow Puppets (Shadow Series  #3),Orson Scott Card,3.89,641573049,9.78064E+12,eng,345,3,0,8/19/2002,Doherty  Tom Associates  LLC,
10561,Little Big Book for God's Children,Alice Wong/Lena Tabori,4.88,094180755X,9.78094E+12,en-US,352,8,0,09/01/01,Welcome Books,{}
10891,Beauty,Robin McKinley,4.05,862031435,9.78086E+12,eng,256,3,0,9/29/1983,Julia MacRae,"{''robinmckinley'',''beautyandthebeast'',''robinmckinley'',''beautyandthebeast'',''Rose'',''beast''}"
10892,Cliffs Notes on Billy Budd & Typee,Mary Ellen Snodgrass,3.5,764539507,9.78076E+12,eng,80,3,0,1/24/2003,Cliffs Notes,{}
10893,Seize The Fire,Elda Minger,4,373161174,9.78037E+12,eng,249,3,0,7/25/1985,Harlequin American Romance,{}
10562,Hell No  We Won't Go! Resisting the Draft During the Vietnam War,Sherry Gershon Gottlieb,4.5,670839353,9.78067E+12,eng,274,8,1,07/01/91,Viking,{}
10563,My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3,1932420347,9.78193E+12,eng,144,8,1,07/01/04,New Tradition Books,{}
10896,Code Check Electrical: An Illustrated Guide to Wiring a Safe House,Michael      Casey/Redwood Kardon/Douglas Hansen,4.67,1561587389,9.78156E+12,eng,29,3,0,11/11/05,Taunton Press,{}
10566,The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,4,380620006,9.78038E+12,eng,10,8,3,02/01/84,Avon Books,"{''Fiction'',''Television''}"
10898,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,879757779,9.78088E+12,en-US,613,2,0,11/01/92,Prometheus Books,"{''Psychologie'',''Histoire'',''Science'',''Logic'',''Historiography'',''Science'',''Economics'',''Methodology'',''Literature'',''Bible'',''Fiction'',''Economics''}"
10899,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,929524357,9.78093E+12,eng,34,2,0,1/30/1989,Bryn Mawr Commentaries,"{''Textbooks'',''Thucydides''}"
10900,New Media Language,Jean Aitchison/Diana M. Lewis,3,415283043,9.78042E+12,eng,209,2,0,5/22/2003,Routledge,{}
10901,Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,5,738511676,9.78074E+12,eng,128,2,0,3/17/2003,Arcadia Publishing,{}
10902,Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,3.98,3485009601,9.78349E+12,ger,240,2,2,02/01/03,Nymphenburger,{'Homicide'}
10903,Anleitung zum Zickigsein,Laurie Notaro,3.88,3404149475,9.7834E+12,ger,254,2,1,08/01/03,Lübbe,
10904,Bill Buzz,Roger Hargreaves/Gray Jolliffe,4.67,679801154,9.78068E+12,eng,32,2,0,10/14/1989,Random House for Young Readers,
10905,Der Prozess,Franz Kafka,3.98,805232117,9.78081E+12,ger,0,2,0,05/05/88,Schocken,"{''Fiction'',''Deutschunterricht'',''Facsimiles'',''Manuscripts'',''Manuscripts''}"
10568,Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You,Mark Mittelberg/Lee Strobel,3.75,310257867,9.78031E+12,eng,299,8,1,02/12/07,Zondervan,{}
10570,Der lohfarbene Mann (Die zweiten Chroniken von Fitz  dem Weitseher  #1),Robin Hobb,4.31,3404283368,9.7834E+12,ger,880,8,0,04/01/03,Lübbe,
10572,Tibullus: A Commentary,Michael C.J. Putnam,3.71,806115602,9.78081E+12,eng,222,7,1,11/15/1979,University of Oklahoma Press,{}
10574,Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,4,743564677,9.78074E+12,eng,0,7,2,10/03/06,Simon  Schuster Audio,{}
10575,Wild Things (Prowlers Book 1),Christopher Golden,4.03,074344017X,9.78074E+12,eng,311,7,0,04/07/03,Pocket Books,
10911,Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),Hirohiko Araki/Hirohiko Araki,4.36,2290328316,9.78229E+12,fre,188,2,1,6/27/2003,J'ai Lu,
10579,Charlotte's Web,E.B. White/Garth Williams,4.17,61228745,9.78006E+12,eng,179,7,1,11/01/06,HarperEntertainment,"{''Swans'',''English'',''Fantasy'',''Fantasy'',''Fiction'',''Folklore'',''Stories'',''Pigs''}"
10913,The Lord of the Rings,J.R.R. Tolkien/Brian Sibley/Michael Bakewell/Stephen  Oliver/Ian Holm/Michael Hordern/Robert Stephens/John Le Mesurier/Peter Woodthorpe/Gerard  Murphy/Hugh Dickson/Peter Vaughan/Peter Howell,4.5,563494859,9.78056E+12,eng,15,2,0,10/06/03,BBC Audiobooks,
10581,Angels & Insects,A.S. Byatt,3.65,676503187,9.78068E+12,eng,292,7,0,3/29/1994,Vintage Books,{}
10583,Three Plays,Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum,3.74,413575608,9.78041E+12,eng,200,7,0,06/01/85,Methuen Publishing,{}
10713,Feminist Measures: Soundings in Poetry and Theory,Lynn Keller/Lynn Keller,4.4,472064843,9.78047E+12,en-US,424,5,0,12/14/1994,University of Michigan Press,{'Poetry'}
10585,Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,Euripides/David R. Slavitt/Smith Palmer Bovie/Fred Chappell/Mark Rudman/Elaine Terranova/Richard Elman/Katharine Washburn/George D. Economou,3.88,812216504,9.78081E+12,eng,392,7,1,06/01/98,University of Pennsylvania Press,"{''Family'',''Family'',''Women''}"
10918,Aristotle's Ethics (SparkNotes Literature Guides),SparkNotes,3,158663822X,9.78159E+12,eng,80,2,0,6/13/2003,SparkNotes,{}
10919,Could Do Better: Why Children Underachieve and What to Do About It,Harvey P. Mandel/Sander I. Marcus/Loral Dean,3.8,047115847X,9.78047E+12,eng,291,2,0,8/13/1996,Wiley,{'Underachievers'}
10587,Die Wahrheit der letzten Stunde,Jodi Picoult,3.8,3404145844,9.7834E+12,ger,684,7,2,08/01/01,Lübbe,
10593,Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.06,755323017,9.78076E+12,eng,352,7,1,06/01/06,Headline Book Publishing,{}
10922,The Goon Show  Volume 11: He's Fallen in the Water!,NOT A BOOK,5,563388323,9.78056E+12,eng,2,2,0,10/02/95,BBC Physical Audio,
10923,West To Eden,Gloria Goldreich,3.77,380706016,9.78038E+12,eng,501,2,0,12/01/88,Avon Books,{}
10924,Winchester Shotguns,Dennis Adler/R.L. Wilson,5,785821082,9.78079E+12,eng,372,2,0,5/15/2008,Chartwell Books,{'Shotguns'}
10925,Potshot (Spenser  #28),Robert B. Parker/Joe Mantegna,3.89,553702467,9.78055E+12,eng,0,2,0,04/01/03,RH Audio Price-less,{}
10926,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3.5,1889963852,9.78189E+12,eng,80,2,0,03/01/06,University of Alaska Press,"{''Dollmaking'',''Exhibitions''}"
10927,The Dig,Alan Dean Foster,3.4,727852663,9.78073E+12,eng,336,2,0,01/01/98,Severn House Publishers,{'Fiction'}
10928,The New Big Book of America,Todd Davis/Marc Frey,5,762412631,9.78076E+12,eng,56,2,1,3/21/2002,Courage Books,{}
10594,Pompeii,Robert   Harris/Michael Cumpsty,3.82,739341774,9.78074E+12,eng,0,7,1,09/05/06,Random House Audio,"{''Naturkatastrofer'',''Vulkaner'',''Naturkatastrofer''}"
10930,Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide,Michael L. Perlis/Carla Jungquist/Michael T. Smith,4.05,387222529,9.78039E+12,eng,182,2,1,06/01/05,Springer,{}
10931,Selections from the Oakland Tribune Archives (Images of America: California),Annalee Allen,3,073854678X,9.78074E+12,eng,128,2,1,10/30/2006,Arcadia Publishing (SC),{'Biography'}
10597,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,3.95,2266108271,9.78227E+12,fre,563,7,1,05/02/02,Pocket,
10933,Killer 7 Official Strategy Guide,Brady Games,4,744004446,9.78074E+12,eng,128,2,0,07/08/05,BradyGames,
10934,Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free,Sophie Braimbridge/Erica Jankovich,2.62,1584794941,9.78158E+12,eng,144,2,1,04/01/06,Harry N. Abrams,"{''Cooking'',''Recipes'',''Treatment''}"
10935,叫んでやるぜ! (1) (あすかコミックスCL-DX),Satosumi Takaguchi/Satosumi Takaguchi,3.68,4048526456,9.78405E+12,jpn,165,2,0,02/01/96,角川書店 (Kadokawa Shoten),
10936,叫んでやるぜ! (2) (ASUKA COMICS CL-DX),Satosumi Takaguchi/Satosumi Takaguchi,3.95,4048527851,9.78405E+12,jpn,178,2,0,03/01/97,角川書店 (Kadokawa Shoten),
10937,Teleportation: From Star Trek to Tesla,Commander X/Tim R. Swartz,2.83,1892062437,9.78189E+12,eng,139,2,1,8/20/2012,Inner Light - Global Communications,{}
10938,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Bill   Phillips,3.5,71467440,9.78007E+12,eng,309,2,0,08/01/06,McGraw-Hill Education,{}
10599,Danny The Champion of the World,Roald Dahl/Jill Bennett,4.09,553152890,9.78055E+12,eng,196,7,3,06/01/84,Yearling,"{''Fathers'',''Plays'',''Fathers''}"
10940,A Free Enquiry Into the Vulgarly Received Notion of Nature,Robert Boyle/Michael Hunter/Edward B. Davis,3,521567963,9.78052E+12,eng,212,2,0,07/11/96,Cambridge University Press,{'Nature'}
10941,Familienalbum,Kate Atkinson,3.96,3453212630,9.78345E+12,ger,507,2,0,01/01/02,Heyne,
10942,焼きたて!!ジャぱん 9 {Yakitate!! Japan 9},Takashi Hashiguchi/橋口 たかし,3.99,4091263992,9.78409E+12,jpn,190,2,0,10/18/2003,小学館,
10603,Numerical Recipes: Example Book C,William T. Vetterling/Saul A. Teukolsky/William H. Press/Brian P. Flannery,3.75,521437202,9.78052E+12,eng,336,7,0,11/27/1992,Cambridge University Press,"{''Mathematics'',''Mathematics''}"
10944,Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,4.06,337901706X,9.78338E+12,ger,371,2,0,07/01/00,Reclam  Leipzig,"{''Zoroaster'',''Classic'',''Zoroaster'',''Fiction''}"
10945,La Petite Fille du Lac,Christina Schwarz/Marie-Hélène Sabard,3.74,222109249X,9.78222E+12,fre,363,2,0,03/06/03,Robert Laffont,
10946,Granta 7,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,3.94,140140824,9.78014E+12,eng,320,2,1,04/01/13,Granta Books,
10947,Wolfsbrut.,Nelson DeMille,3.85,3548253814,9.78355E+12,ger,470,2,1,04/01/02,Ullstein,"{''Soviet'',''Adult'',''Detective'',''Espionage'',''Fiction'',''Paperback'',''Adventure'',''Crime'',''Adventure''}"
10948,The Intellectuals and the Flag,Todd Gitlin,3.59,231124929,9.78023E+12,en-US,167,2,1,01/01/06,Columbia University Press,{'Civics'}
10949,Children's Christmas Stories and Poems: In Easy-to-Read Type,Bob Blaisdell/Pat Ronson Stewart,4.5,486286568,9.78049E+12,eng,96,2,0,11/17/2011,Dover Publications,{}
10950,Tyrannosaurus Wrecks (Stanley  #1),Laura Driscoll/Alisa Klayman-Grodsky/Eric     Weiner,5,786845031,9.78079E+12,eng,24,2,1,02/01/03,Disney Press,
10605,Cervantes in Algiers: A Captive's Tale,Maria Antonia Garcés,3.14,826514707,9.78083E+12,eng,368,7,1,06/01/05,Vanderbilt University Press,"{''History'',''Islam'',''Relations''}"
10952,Organizational Architecture: Designs for Changing Organizations,David A. Nadler/Robert B. Shaw/Marc S. Gerstein,4.62,1555424430,9.78156E+12,eng,304,2,0,5/26/1992,Jossey-Bass,{}
10953,They Do It With Mirrors,Agatha Christie/Rosemary Leach,3.76,1559277580,9.78156E+12,eng,7,2,0,11/08/02,MacMillan Audio,{}
10954,Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce,Fred Goodman,3.91,712645624,9.78071E+12,eng,448,2,0,07/03/03,Pimlico,{}
10955,To Win a Nuclear War: The Pentagon's Secret War Plans,Michio Kaku/Daniel Axelrod,3.94,896083217,9.7809E+12,en-US,374,2,0,07/01/99,South End Press (Boston),{}
10956,Last Wish (Sweet Valley High),Francine Pascal,3.91,553507354,9.78055E+12,eng,231,2,0,05/01/99,Bantam Books,{'Twins'}
10957,His Princess Devotional: A Royal Encounter With Your King,Sheri Rose Shepherd,5,1590529626,9.78159E+12,eng,240,2,0,10/16/2007,Multnomah,
10958,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,4,781723051,9.78078E+12,eng,400,2,0,12/21/1999,LWW,{}
10959,Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,4.5,1578066107,9.78158E+12,eng,247,2,0,2/20/2004,University Press of Mississippi,"{''Ambassadors'',''Economists'',''Economen'',''Économistes'',''Ambassadeurs''}"
10961,La Ciudad Perdida (NUMA Files  #5),Clive Cussler/Paul Kemprecos,3.9,307376648,9.78031E+12,spa,432,2,0,11/07/06,Debolsillo,
10962,Fish & Chips (The Barrytown Trilogie  #3),Roddy Doyle/Renate Orth-Guttmann,3.94,3596153026,9.7836E+12,ger,314,2,0,10/01/02,Fischer Taschenbuch Verlag,"{''Fiction'',''Fiction''}"
10963,1968: War and Democracy,Eugene J. McCarthy/Christopher Hitchens,4.5,1883477379,9.78188E+12,eng,246,2,1,9/23/2000,Lone Oak Press,{'Presidents'}
10606,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,713912545,9.78071E+12,en-GB,467,7,1,06/01/79,Allen Lane,"{''History'',''Histoire'',''Consciousness'',''Bewusstsein'',''Histoire''}"
10607,The Republic,Plato/Tom Griffith,3.94,460873822,9.78046E+12,eng,240,7,1,11/15/1993,Orion Publishing Group  Ltd.,"{''UTOPIAS'',''Plato'',''Dialogen'',''Plato'',''Dialogen''}"
10612,North Carolina Weekends,Lynn Setzer,3.71,895872730,9.7809E+12,en-US,353,7,1,10/01/03,John F. Blair  Publisher,{}
10613,Complete Star Wars Trilogy Scrapbook Re-issue,David Levithan/Ryder Windham/Marc Cotta Vaz,3.14,439681308,9.78044E+12,eng,64,7,1,10/01/04,Scholastic Paperbacks,{}
10614,Dear Peter Rabbit,Alma Flor Ada/Leslie Tryon,4.13,1416912339,9.78142E+12,en-US,32,7,0,01/01/06,Aladdin Paperbacks,{}
10617,The Elections of 2004,Michael Nelson,4,1568028342,9.78157E+12,eng,213,7,0,3/15/2005,CQ Press,
10620,PS I Love You Baby Collection,Lynda Milligan/Nancy J. Smith,4.43,962247723,9.78096E+12,en-US,79,7,0,12/31/1990,Possibilities,{'Patterns'}
10622,The Madman of Bergerac,Georges Simenon,3.77,141187263,9.78014E+12,eng,160,7,1,12/04/03,Penguin Books Ltd,{'Kriminalfall'}
10624,7 hábitos de las familias altamente efectivas,Stephen R. Covey,4.16,1400083419,9.7814E+12,spa,412,7,0,09/01/03,Grijalbo,
10629,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4,606105263,9.78061E+12,spa,205,6,1,06/01/84,Turtleback Books,"{''Friendship'',''Novela'',''Fiction''}"
10631,E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,3.51,811202100,9.78081E+12,eng,208,6,0,1/17/1971,New Directions,{'Holidays'}
10975,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,5,382960226X,9.78383E+12,eng,83,1,0,09/01/06,Schirmer Mosel,{'Exhibitions'}
10638,Grandma Baa (Easy Peasy People),Roger Hargreaves/Gray Jolliffe,4.12,679801243,9.78068E+12,eng,32,6,0,10/14/1989,Random House for Young Readers,
10977,Ocean Star Express,Mark Haddon/Peter   Sutton,3.57,000664600X,9.78001E+12,eng,32,1,0,07/01/02,HarperCollins UK,{'Models'}
10978,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,3.53,516277650,9.78052E+12,eng,32,1,0,09/01/03,Children's Press(CT),{'Globes'}
10639,San Francisco Ballet at Seventy-Five,Janice Ross/Allan Ulrich/Brigitte Lefevre,4.33,811856984,9.78081E+12,en-US,188,6,1,11/12/07,Chronicle Books,{}
10654,La mezzanine,Nicholson Baker,3.84,2264017694,9.78226E+12,fre,191,6,1,11/18/1998,Oct-18,
10981,Mr. Happy,Roger Hargreaves,3.98,1405211997,9.78141E+12,eng,36,1,0,4/30/2004,Egmont Children's Books,{}
10655,Judge Dredd (Audio Cassette),Neal Barrett Jr./Martha Banta,2.96,553476793,9.78055E+12,eng,0,6,0,07/01/95,Random House Audio,
10983,L'Aube du désert,Waris Dirie/Jeanne d' Haem,3.83,2226135510,9.78223E+12,fre,288,1,0,11/01/02,Albin Michel,
10656,Fundamentals of Heat and Mass Transfer {with IHT/FEHT 3.0 CD with User Guide Set},Frank P. Incropera/David P. DeWitt,3.99,470055545,9.78047E+12,en-US,997,6,0,10/30/2006,Wiley,{}
10662,Les Essais (mis en français moderne par Claude Pinganaud),Michel de Montaigne,4.24,2869595948,9.78287E+12,fre,806,6,1,9/14/2002,Arléa,
10986,Los Versos Satánicos,Salman Rushdie,3.71,8497598369,9.7885E+12,spa,679,1,0,8/30/2003,Debolsillo,"{''Survival'',''death''}"
10663,Political Philosophy: A Beginner's Guide for Students and Politicians,Adam Swift,3.93,745628478,9.78075E+12,eng,194,6,0,10/15/2001,Polity Press,{}
10666,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,4.38,8484451143,9.78848E+12,spa,383,6,0,01/01/06,Gaia Books,{}
10669,Septem Quae Supersunt Tragoediae,Aeschylus/Denys L. Page,4.1,198145705,9.7802E+12,grc,352,6,0,01/11/73,Clarendon Press,
10670,Health: The Basics (Donatelle Series),Rebecca J. Donatelle,3.58,805377956,9.78081E+12,en-US,480,6,0,03/09/06,Benjamin-Cummings Publishing Company,{}
10991,The Boys of the Archangel Raphael: A Youth Confraternity in Florence  1411-1785,Konrad Eisenbichler,2,802043291,9.7808E+12,eng,498,1,0,5/30/1998,University of Toronto Press,{}
10682,The Bard's Tale: Prima's Official Strategy Guide,Craig Keller,4.17,761545646,9.78076E+12,eng,144,6,0,10/26/2004,Prima Games,{}
10686,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,822004240,9.78082E+12,eng,69,5,0,9/13/1965,Cliffs Notes,{}
10994,Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,3.16,8489367159,9.78849E+12,spa,190,1,0,11/01/06,Umbriel,{'Fiction'}
10995,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,3,91895812,9.78009E+12,eng,352,1,1,08/01/04,Ebury Press,{}
10687,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,822007762,49086007763,eng,80,5,0,12/29/1983,Cliffs Notes,
10997,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,2.83,321209184,9.78032E+12,eng,792,1,0,03/04/05,Longman Publishing Group,{}
10998,La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),Chris L. Demarest,4.14,981246820X,9.78981E+12,fre,64,1,0,8/15/2006,Berlitz Kids,"{''Italian'',''Readers'',''Italian''}"
10999,Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,4.1,073931565X,9.78074E+12,eng,0,1,0,03/09/04,Random House Audio,{'History'}
10689,The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre/Carol Cosman,3.8,226735192,9.78023E+12,en-US,632,5,1,1/26/1994,University of Chicago Press,{'Biography'}
11001,The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel/James Black Baillie,4,1596057734,9.7816E+12,ger,372,1,0,2/16/2006,Cosimo Classics,"{''Religion'',''Vérité'',''Spirit'',''Spirit'',''Consciousness''}"
10691,Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,1416500529,9.78142E+12,en-US,400,5,1,03/07/06,Pocket Books,"{''Families'',''Families''}"
10698,Cliffs Notes on Wiesel's Night,Maryam Riess,3.4,822008939,9.78082E+12,eng,80,5,1,8/22/1996,Cliffs Notes,"{''Biography'',''Nonfiction'',''Nonfiction''}"
11004,Colossians and Philemon: A Critical and Exegetical Commentary (International Critical Commentary),R. McL. Wilson,5,567044718,9.78057E+12,eng,512,1,0,12/07/05,T&T Clark Int'l,{'Commentaries'}
10701,The History of Rock and Roll (World History),Adam Woog,4,1560064986,9.78156E+12,eng,112,5,0,3/28/1999,Lucent Books,{}
10711,The Best American Mystery Stories 2003,Michael Connelly/Otto Penzler,3.6,618390723,9.78062E+12,eng,1,5,2,11/04/03,Mariner Books,{}
11007,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593353154,9.78159E+12,eng,14,1,0,06/10/04,Brilliance Audio,"{''Fiction'',''Generals'',''Americans''}"
11008,The Day Before Midnight,Stephen Hunter/Philip Bosco,4.01,553452118,9.78055E+12,eng,0,1,0,12/01/89,Random House Audio,{}
11009,Dirty White Boys,Stephen Hunter/Will Patten,4.05,1570421927,9.78157E+12,eng,0,1,1,05/01/06,Hachette Audio,{}
11010,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,3.41,812551249,9.78081E+12,en-GB,399,1,0,02/01/04,Tor Fantasy,"{''Fantasy'',''Fiction''}"
11011,Taxation of Mineral Rents,Ross Garnaut,5,198284543,9.7802E+12,eng,350,1,0,11/17/1983,Oxford University Press  USA,{}
10712,Stargirl LitPlans on CD,Mary B. Collins,4.86,158337292X,9.78158E+12,eng,210,5,0,9/15/2005,Teacher's Pet Publications,
10714,CliffsNotes on Joyce's Dubliners (Cliffs Notes),Adam  Sexton/G. Tubach,3.4,764537156,9.78076E+12,eng,80,5,2,4/25/2003,Cliffs Notes,{'Dubliners'}
11014,The Two Tocquevilles  Father and Son,R.R. Palmer,2,691054959,9.78069E+12,eng,254,1,0,04/01/87,Princeton University Press,
11015,Monkey Business,Sarah Mlynowski,3.67,778300854,9.78078E+12,eng,400,1,0,4/15/2005,Mira books,"{''Fiction'',''Fiction'',''Fiction''}"
10718,ADHD in Adulthood: A Guide to Current Theory  Diagnosis  and Treatment,Margaret Weiss/Gabrielle Weiss/Lily Trokenberg Hechtman,3.4,080186822X,9.7808E+12,eng,376,5,0,11/06/01,Johns Hopkins University Press,"{''Adult'',''Adult''}"
