bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,subject
1720,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,140097317,9.78E+12,eng,203,12410,734,04/07/87,Penguin Books,{}
1721,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,380731959,9.78E+12,eng,389,12389,364,01/05/00,Avon,{}
1722,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,1563893339,9.78E+12,eng,95,12377,198,12/01/97,Vertigo,{}
1723,Omerta,Mario Puzo,3.71,345432401,9.78E+12,eng,369,12374,330,05/01/01,Ballantine Books,"{'Fiction', 'Ficción', 'Ficción'}"
1724,Strip Tease,Carl Hiaasen,3.84,044669567X,9.78E+12,eng,464,12371,536,03/01/05,Grand Central Publishing,"{'Fiction', 'Extortion', 'Ficción', 'Fiction'}"
1725,The White Lioness (Kurt Wallander  #3),Henning Mankell/Laurie Thompson,3.84,99464691,9.78E+12,eng,576,12367,709,09/04/03,Vintage,"{'Apartheid', 'Romans', 'Literature'}"
1726,Full Blast (Full #4),Janet Evanovich/Charlotte Hughes,3.83,312983301,9.78E+12,eng,344,12363,278,4/19/2004,St. Martin's Paperbacks,"{'Millionaires', 'Personals'}"
1727,You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,4.24,876856830,9.78E+12,eng,320,12358,533,06/05/86,Black Sparrow Press,"{'Fiction', 'Poetry'}"
1728,Paris to the Moon,Adam Gopnik,3.76,375758232,9.78E+12,eng,368,12356,941,09/11/01,Random House Trade Paperbacks,{}
1729,How Green Was My Valley,Richard Llewellyn,4.18,141185856,9.78E+12,eng,448,12351,1041,6/28/2001,Penguin Classics,"{'Miners', 'Novel', 'Literature', 'Families', 'Families', 'Hardcover', 'Paperback', 'Coal', 'Mining'}"
1730,The Autumn of the Patriarch,Gabriel García Márquez/Gregory Rabassa,3.85,60882867,9.78E+12,eng,255,12336,492,3/14/2006,Harper Perennial Modern Classics,"{'Roman', 'Patriarcado', 'Patriarcado'}"
1731,Birds of America,Lorrie Moore,4.11,312241224,9.78E+12,eng,291,12321,951,9/23/1999,Picador USA,{'Fiction'}
1732,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,4.27,375724427,9.78E+12,eng,693,12270,529,5/16/2000,Vintage International,{}
1733,House Corrino (Prelude to Dune #3),Brian Herbert/Kevin J. Anderson,3.68,553580337,9.78E+12,eng,667,12257,167,8/27/2002,Spectra Books,"{'Fiction', 'Robots', 'Fiction'}"
1734,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,3.79,1572705477,9.78E+12,eng,6,12256,393,09/08/06,BBC Audiobooks,"{'Romance', 'Romance'}"
1735,Mary Queen of Scots,Antonia Fraser,4.05,038531129X,9.78E+12,eng,568,12235,306,09/01/93,Delta,"{'Reines', 'History'}"
1736,Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87,425196992,9.78E+12,eng,194,12212,367,05/04/04,Berkley,"{'Fiction', 'Fiction'}"
1737,Fugitive Pieces,Anne Michaels,3.93,679776591,9.78E+12,eng,304,12209,947,5/26/1998,Vintage,{'Fiction'}
1738,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,9.78E+12,eng,192,12180,630,9/17/2002,Random House Trade Paperbacks,{}
1739,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.2,743262131,9.78E+12,eng,697,12178,1042,06/01/04,Simon  Schuster,"{'History', 'Histoire'}"
1740,The Orange Girl,Jostein Gaarder/James Anderson,3.92,753819929,9.78E+12,eng,151,12162,709,07/06/05,Phoenix,{}
1741,Manhunt,Janet Evanovich,3.7,60598824,9.78E+12,eng,219,12152,449,11/29/2005,HarperTorch,"{'reissue', 'pilot'}"
1742,The Analects,Confucius/D.C. Lau,3.83,140443487,9.78E+12,eng,249,12131,319,9/27/1979,Penguin Books Ltd,"{'Confucius', 'Moraal', 'Moraal'}"
1743,Jarka Ruus (High Druid of Shannara  #1),Terry Brooks,3.97,345483898,9.78E+12,eng,416,12122,138,7/26/2005,Del Rey,"{'Elves', 'Fantasy', 'Fiction'}"
1744,Abarat: Days of Magic  Nights of War,Clive Barker,4.2,60596384,9.78E+12,eng,569,12118,292,9/26/2006,HarperCollins,"{'Fantasy', 'Fiction', 'Fantasy'}"
1745,The Lost Years of Merlin,T.A. Barron,3.98,441010288,9.78E+12,eng,304,12117,452,07/02/02,Ace,"{'Fantasy', 'Fantasy'}"
1746,Sister Outsider: Essays and Speeches,Audre Lorde,4.49,895941414,9.78E+12,en-GB,190,12105,568,06/01/84,Crossing Press,"{'Féminisme', 'Racism', 'Feminism', 'Rassenverhoudingen', 'Aufsatzsammlung'}"
1747,Evelina,Frances Burney/Edward A. Bloom,3.67,192840312,9.78E+12,eng,455,12101,495,7/18/2002,Oxford University Press,"{'Romans', 'Zeithintergrund', 'Romans', 'Debutantes', 'Fiction'}"
1748,The Medium is the Massage,Marshall McLuhan/Quentin Fiore/Jerome Agel,3.94,1584230703,9.78E+12,eng,160,12098,295,08/01/01,Gingko Press,"{'History', 'Technology', 'Communications', 'Philosophy', 'Wahrnehmung', 'Communications', 'Histoire', 'Massamedia'}"
1749,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.27,385265565,9.78E+12,eng,323,12092,837,01/05/92,Anchor Books,"{'Children', 'Child'}"
1750,Homicide: A Year on the Killing Streets,David Simon,4.38,805080759,9.78E+12,eng,646,12071,837,8/22/2006,Holt McDougal,{}
1751,The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4.23,684842505,9.78E+12,eng,800,12039,164,4/15/1998,Scribner,{'Fiction'}
1752,Awakening the Buddha Within: Eight Steps to Enlightenment,Surya  Das,4.19,767901576,9.78E+12,en-US,432,12034,285,6/15/1998,Harmony,"{'Buddhism', 'Philosophy'}"
1753,Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,4.05,886776120,9.78E+12,eng,423,12027,105,08/01/94,DAW,"{'Valdemar', 'Valdemar'}"
1754,When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine  #1),Sharon Kay Penman,4.27,345396685,9.78E+12,eng,784,12022,648,02/06/96,Ballantine Books,{}
1755,How We Are Hungry,Dave Eggers,3.75,1400095565,9.78E+12,eng,224,12007,659,10/11/05,Vintage,{}
1756,Gargantua and Pantagruel,François Rabelais/M.A. Screech,3.71,140445501,9.78E+12,eng,1041,12005,297,10/26/2006,Penguin Classics,"{'Géants', 'satire', 'Giants', 'Fiction'}"
1757,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,3.82,1594482225,9.78E+12,eng,255,12002,741,09/05/06,Penguin Books,{'REFERENCE'}
1758,Them: Adventures with Extremists,Jon Ronson,3.95,743233212,9.78E+12,eng,336,11990,831,01/07/03,Simon  Schuster,{'Extremisme'}
1759,Desert Flower,Waris Dirie/Cathleen Miller,4.15,688172377,9.78E+12,eng,240,11981,735,3/15/2011,William Morrow Paperbacks,"{'Biography', 'Circumcisie'}"
1760,Keep the Aspidistra Flying,George Orwell,3.88,141183721,9.78E+12,eng,277,11970,688,10/26/2000,Penguin Books Ltd,"{'Literature', 'Poverty', 'Fiction'}"
1761,Smitten (Elsie Hawkins #2),Janet Evanovich,3.67,60598875,9.78E+12,eng,234,11968,387,7/25/2006,HarperTorch,"{'Romance', 'Fiction'}"
1762,The General in His Labyrinth,Gabriel García Márquez/Edith Grossman,3.68,1400043336,9.78E+12,eng,248,11939,389,10/26/2004,Everyman's Library,"{'Politicians', 'Politicians'}"
1763,Istanbul: Memories and the City,Orhan Pamuk,3.79,1400033888,9.78E+12,eng,356,11930,973,07/11/06,Vintage International,"{'Homes', 'Family', 'Family', 'Civilization'}"
1764,Take a Thief (Valdemar #25),Mercedes Lackey,4.12,756400589,9.78E+12,eng,435,11911,174,10/01/02,DAW,"{'Fantasy', 'Fantasy'}"
1765,The Probable Future,Alice Hoffman,3.83,345455916,9.78E+12,eng,352,11910,965,06/01/04,Ballantine Books,{}
1766,Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,4.45,7144350,9.78E+12,eng,1270,11903,183,08/04/03,HarperCollins Publishers,{}
1767,Lost Horizon,James Hilton,3.92,60594527,9.78E+12,eng,241,11892,955,6/15/2004,Harper Perennial,"{'Utopias', 'Fantasy', 'Adventure'}"
1768,Epileptic,David B.,3.88,375714685,9.78E+12,eng,368,11891,534,07/04/05,Pantheon,{}
1769,The White Album,Joan Didion,4.17,374522219,9.78E+12,eng,222,11889,738,10/01/90,Farrar Straus Giroux,{'Civilization'}
1770,One Step Behind  (Kurt Wallander  #7),Henning Mankell/Ebba Segerberg,4.09,99448874,9.78E+12,eng,450,11885,481,04/03/03,Vintage,"{'Novela', 'Policía', 'Fiction', 'Mord', 'Murder'}"
1771,Gifted Hands: The Ben Carson Story,Ben Carson/Cecil Murphey,4.21,310214696,9.78E+12,eng,224,11874,1544,11/26/1996,Zondervan,"{'Biography', 'Nonfiction', 'Neurosciences', 'Neurosurgery'}"
1772,Libra,Don DeLillo,3.99,140156046,9.78E+12,eng,480,11857,564,05/01/91,Penguin,"{'Literature', 'Fiction', 'Assassination', 'Literature', 'Présidents', 'Présidents'}"
1773,The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.21,1592289444,9.78E+12,eng,256,11841,1766,04/01/06,Lyons Press,{}
1774,The Hungry Tide,Amitav Ghosh,3.95,061871166X,9.78E+12,eng,333,11838,815,06/07/06,Mariner Books,"{'Dolphins', 'Ecology', 'Fiction'}"
1775,Revenge of the Sith (Star Wars: Novelizations  #3),Matthew Woodring Stover/George Lucas,4.14,345428838,9.78E+12,eng,418,11804,671,04/02/05,Lucas Books,{}
1776,Citizen of the Galaxy,Robert A. Heinlein,3.99,1416505520,9.78E+12,eng,288,11800,413,05/01/05,Pocket Books: Gallery Books,"{'Slaves', 'Slaves'}"
1777,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,761129588,9.78E+12,eng,832,11797,659,10/16/2003,Workman Publishing Company,
1778,American Tabloid (Underworld USA #1),James Ellroy,4.21,037572737X,9.78E+12,eng,592,11787,639,4/24/2001,Vintage/Random House (NY),{}
1779,A Thread of Grace,Mary Doria Russell,4.02,449004139,9.78E+12,eng,442,11782,1332,12/06/05,Ballantine Books,"{'Rescue', 'Rescue'}"
1780,1421: The Year China Discovered America,Gavin Menzies,3.6,006054094X,9.78E+12,eng,650,11751,893,01/01/04,Harper Perennial (NYC),"{'Histoire', 'Wereldreizen', 'Travel'}"
1781,Cyclops (Dirk Pitt  #8),Clive Cussler,3.87,671704648,9.78E+12,eng,473,11750,216,12/01/86,Pocket Books,{'Conspiracies'}
1782,Leviathan,Paul Auster,3.96,140178139,9.78E+12,eng,275,11744,443,09/01/93,Penguin Books,{}
1783,Nighttime Is My Time,Mary Higgins Clark,3.82,074341263X,9.78E+12,eng,434,11739,485,04/06/04,Simon & Schuster Adult Publishing Group,"{'Historians', 'Historians', 'Revenge'}"
1784,The Honourable Schoolboy,John le Carré,3.95,743457919,9.78E+12,eng,589,11733,513,10/29/2002,Scribner Book Company,{'Fiction'}
1785,Easy Prey (Lucas Davenport  #11),John Sandford,4.08,743484185,9.78E+12,eng,480,11676,341,06/01/04,Simon & Schuster,{'Suspense'}
1786,The Kindness of Strangers,Katrina Kittle,4.02,60564784,9.78E+12,en-US,400,11669,1418,01/02/07,William Morrow Paperbacks,"{'Fiction', 'Boys', 'Boys'}"
1787,Riding the Bullet,Stephen King/Josh Hamilton,3.63,743525876,9.78E+12,eng,66,11649,270,05/01/02,Simon  Schuster Audio,"{'horror', 'occult'}"
1788,Peach Cobbler Murder (Hannah Swensen  #7),Joanne Fluke,3.92,758201559,9.78E+12,eng,384,11633,554,02/01/06,Kensington,{'bakery'}
1789,Arthur & George,Julian Barnes,3.7,1400097037,9.78E+12,eng,445,11626,1141,01/09/07,Vintage International,{}
1790,Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,3.95,140441050,9.78E+12,eng,400,11566,222,7/30/1962,Penguin Classics,"{'General', 'Paradise', 'Purgatory', 'Rime', 'Purgatory', 'Paradise'}"
1791,Mary Queen of Scotland and The Isles,Margaret George,4.05,312155859,9.78E+12,eng,870,11523,507,4/15/1997,St. Martin's Griffin,{'Fiction'}
1792,Out of Egypt (Christ the Lord  #1),Anne Rice,3.58,345436830,9.78E+12,eng,350,11519,981,10/31/2006,Ballantine Books,{'Bible'}
1793,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,043932162X,9.78E+12,eng,240,11515,139,11/01/01,Arthur A. Levine,{}
1794,Sugar Cookie Murder (Hannah Swensen  #6),Joanne Fluke,3.75,758206828,9.78E+12,eng,380,11510,691,10/01/05,Kensington Publishing Corporation,"{'Fiction', 'Fiction', 'Bakeries'}"
1795,Whitethorn Woods,Maeve Binchy,3.61,307265781,9.78E+12,eng,339,11498,1016,03/06/07,Knopf Publishing Group,{}
1796,Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,4.13,735102864,9.78E+12,eng,562,11468,530,02/01/00,Replica Books,{}
1797,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,451163931,9.78E+12,eng,176,11462,467,11/01/64,Signet,"{'Philosophy', 'Egoism'}"
1798,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,1421504596,9.78E+12,eng,192,11451,161,7/18/2006,VIZ Media LLC,{}
1799,Dragon (Dirk Pitt  #10),Clive Cussler,3.92,1416537805,9.78E+12,en-US,602,11450,230,10/31/2006,Pocket Books,{'Extortion'}
1800,Love Overboard,Janet Evanovich,3.65,60598840,9.78E+12,eng,244,11448,338,02/01/05,HarperTorch,{}
1801,The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,4.08,385324138,9.78E+12,eng,577,11433,478,6/29/1999,Delacorte Press,{'Authorship'}
1802,A Year in the Merde,Stephen Clarke,3.54,1582346178,9.78E+12,en-US,276,11429,979,05/02/06,Bloomsbury Publishing PLC,{}
1803,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,812694554,9.78E+12,eng,243,11422,78,09/10/04,Open Court,{}
1804,Shalimar the Clown,Salman Rushdie,3.88,679783482,9.78E+12,eng,398,11418,743,10/10/06,Random House Trade,"{'Terrorisme', 'Terrorisme', 'Literature', 'Ambassadors', 'Muslim', 'Muslim', 'Vengeance'}"
1805,The Story of Ruby Bridges,Robert Coles/George Ford,4.43,439598443,9.78E+12,eng,32,11403,605,06/01/04,Scholastic Paperbacks,{}
1806,Ring (Ring  #1),Kōji Suzuki/Robert B. Rohmer/Glynne Walley,3.82,1932234411,9.78E+12,eng,282,11396,742,4/25/2004,Vertical,{'Fiction'}
1807,The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,743428188,9.78E+12,en-US,380,11380,1253,2/18/2003,Washington Square Press,"{'History', 'History'}"
1808,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,1563897229,9.78E+12,eng,144,11372,146,07/01/01,Vertigo,"{'Journalists', 'Journalists'}"
1809,The Haj,Leon Uris,4.03,553248642,9.78E+12,eng,525,11372,396,05/01/85,Bantam,"{'Religious', 'Mecca', 'Muslim', 'Pilgrimage'}"
1810,A Patchwork Planet,Anne Tyler,3.79,080411918X,9.78E+12,eng,320,11355,571,05/01/01,Ballantine Books,"{'Romance', 'Charities', 'Literature'}"
1811,The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky,4,439405580,9.78E+12,en-US,242,11354,404,09/01/03,Scholastic  Inc.,"{'Fiction', 'Fiction'}"
1812,The 158-Pound Marriage,John Irving,3.24,345417968,9.78E+12,en-US,176,11346,280,6/23/1997,Ballantine Books,{}
1813,The Way the Crow Flies,Ann-Marie MacDonald,4.09,60586370,9.78E+12,en-US,848,11330,1011,8/31/2004,Harper Perennial,"{'Meurtre', 'Filles', 'Enfants', 'Girls'}"
1814,On Love,Alain de Botton,3.98,802142400,9.78E+12,eng,194,11297,853,01/06/06,Grove Press,{}
1815,Full Speed (Full  #3),Janet Evanovich/Charlotte Hughes,3.83,755301978,9.78E+12,eng,344,11280,223,11/03/03,Headline,{}
1816,Islands in the Stream,Ernest Hemingway,3.88,743253426,9.78E+12,eng,448,11265,471,7/22/2003,Scribner,"{'Americans', 'Fiction'}"
1817,The Promise,Chaim Potok,4.15,1400095417,9.78E+12,eng,368,11255,499,11/08/05,Anchor Books,{}
1818,The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,4.05,486434095,9.78E+12,eng,247,11252,399,4/22/2004,Dover Publications,"{'Russia', 'Russia', 'Fiction'}"
1819,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,4.02,345459849,9.78E+12,eng,672,11246,148,06/03/03,Del Rey,{}
1820,Mutant Message Down Under,Marlo Morgan,3.79,60723513,9.78E+12,eng,187,11224,1249,5/25/2004,Harper Perennial,"{'Fiction', 'Americans'}"
1821,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,618446877,9.78E+12,eng,485,11216,724,04/05/04,Mariner Books,{'Travel'}
1822,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,394720245,9.78E+12,eng,1344,11208,1237,07/12/75,Vintage,{}
1823,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4,345453867,9.78E+12,eng,336,11205,431,12/26/2006,Ballantine Books,"{'Fiction', 'Suspense'}"
1824,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,4.03,886776619,9.78E+12,eng,428,11193,123,09/01/95,Daw Books,{}
1825,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,9.78E+12,en-US,68,11178,623,2/16/1993,Random House Books for Young Readers,"{'Audiobooks', 'Schools', 'Babies', 'Escuelas', 'Schools', 'Kindergarten'}"
1826,Under the Net,Iris Murdoch,3.77,140014454,9.78E+12,eng,252,11174,465,10/27/1982,Penguin Books Ltd,{'Fiction'}
1827,Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,3.97,805076883,9.78E+12,eng,301,11173,345,09/01/04,Holt McDougal,"{'Imperialism', 'GEOPOLITICS', 'Imperialism'}"
1828,Warlock (Ancient Egypt  #3),Wilbur Smith,4.04,312980388,9.78E+12,eng,642,11169,272,9/16/2002,St. Martin's Paperbacks,{}
1829,Charms for the Easy Life,Kaye Gibbons,4.02,60760257,9.78E+12,eng,272,11168,744,07/01/05,Harper Perennial,{}
1830,The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,3.78,1572704578,9.78E+12,eng,9,11167,297,7/13/2005,AudioGO,{'Fiction'}
1831,Reservation Blues,Sherman Alexie,3.98,802141900,9.78E+12,eng,306,11163,772,02/07/05,Grove Press,{}
1832,Life Support,Tess Gerritsen,3.99,671553046,9.78E+12,eng,400,11151,352,08/01/98,Pocket Books,"{'Aged', 'Aged', 'Aged'}"
1833,Summer of the Monkeys,Wilson Rawls,4.03,440415802,9.78E+12,eng,288,11150,794,12/29/1998,Yearling,"{'Monkeys', 'Trapping', 'Dogs'}"
1834,Candy Girl: A Year in the Life of an Unlikely Stripper,Diablo Cody,3.54,1592402739,9.78E+12,en-US,212,11149,1560,01/02/07,Gotham,
1835,Strawberry Girl,Lois Lenski,3.87,64405850,9.78E+12,eng,208,11143,423,4/26/2005,HarperCollins,"{'History', 'Fiction', 'Families', 'Families'}"
1836,The Children of Henry VIII,Alison Weir,4.05,345407865,9.78E+12,eng,385,11134,418,07/08/97,Ballantine Books,"{'Elizabeth', 'Queens', 'History', 'Queens'}"
1837,Look Homeward  Angel,Thomas Wolfe,3.93,743297318,9.78E+12,eng,644,11131,751,10/10/06,Scribner,"{'Boys', 'flashlightworthy'}"
1838,No Place Like Home,Mary Higgins Clark,3.87,743497287,9.78E+12,eng,472,11128,599,04/01/06,Pocket Books,"{'Mothers', 'Stepfathers', 'Mothers', 'Mort', 'Death'}"
1839,Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young/Thomas McFadden,4.26,312330340,9.78E+12,eng,400,11121,522,05/01/04,St. Martin's Griffin,{'Prisons'}
1840,The Comfort of Strangers,Ian McEwan,3.41,679749845,9.78E+12,eng,128,11116,836,11/01/94,Anchor,"{'Mystery', 'Fiction', 'British'}"
1841,Carter Beats the Devil,Glen David Gold,4.09,786886323,9.78E+12,eng,483,11095,880,9/18/2002,Hyperion,{'Magicians'}
1842,The MacGregors: Serena & Caine (The MacGregors  #1 -2),Nora Roberts,4.09,373285132,9.78E+12,eng,441,11070,150,1/28/2006,Mira,{'Fiction'}
1843,Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,4.23,631231277,9.78E+12,eng,464,11067,187,1/15/2001,Blackwell Publishing  Inc.,"{'Sprachphilosophie', 'Mathematics', 'Philosophy'}"
1844,Missing You (1-800-Where-R-You  #5),Meg Cabot,4.17,60874309,9.78E+12,eng,268,11056,366,12/26/2006,HarperTempest,{}
1845,Wifey,Judy Blume,3.36,425206548,9.78E+12,eng,304,11056,750,09/06/05,Berkley,{'Adultery'}
1846,Double Whammy (Skink #1),Carl Hiaasen,3.93,446695661,9.78E+12,eng,404,11050,624,03/01/05,Grand Central Publishing,{}
1847,Public Secrets,Nora Roberts,4.03,553589474,9.78E+12,eng,481,11035,418,3/27/2012,Bantam Books,"{'Contemporary', 'Suspense'}"
1848,All the Names,José Saramago/Margaret Jull Costa,3.89,156010593,9.78E+12,eng,245,11016,734,10/05/01,Mariner Books,{}
1849,Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler,3.91,399153691,9.78E+12,eng,552,10987,332,11/28/2006,G.P. Putnam's Sons,"{'Fiction', 'Fiction', 'Fiction'}"
1850,The Midnight Club,James Patterson,3.82,446606383,9.78E+12,eng,368,10970,322,06/01/99,Vision,"{'OverDrive', 'Police', 'OverDrive'}"
1851,Demon in My View,Amelia Atwater-Rhodes,4.04,440228840,9.78E+12,eng,192,10944,390,09/11/01,Laurel Leaf,{'Teenagers'}
1852,All About Love: New Visions,bell hooks,4.01,688168442,9.78E+12,eng,240,10928,1144,12/22/1999,William Morrow,"{'Love', 'Honesty', 'Culture'}"
1853,Burning Bright,Tracy Chevalier,3.36,052594978X,9.78E+12,eng,320,10919,1113,3/20/2007,Dutton,{'History'}
1854,Sleeping Beauty Trilogy (Sleeping Beauty  #1-3),A.N. Roquelaure/Anne Rice,3.99,452156610,9.78E+12,eng,724,10891,230,05/01/99,Plume,
1855,Exile's Valor (Heralds of Valdemar  #7),Mercedes Lackey,4.19,756402212,9.78E+12,en-GB,438,10882,104,10/05/04,DAW,{'Fiction'}
1856,Inversions (Culture  #6),Iain M. Banks,3.92,074341196X,9.78E+12,eng,343,10878,342,05/01/01,Pocket Books,"{'Deception', 'Deception', 'Secrecy'}"
1857,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,4.27,553345397,9.78E+12,eng,320,10878,106,02/01/90,Bantam,{}
1858,The Charterhouse of Parma,Stendhal/Richard Howard/Robert Andrew Parker,3.82,679783180,9.78E+12,eng,532,10856,248,09/12/00,Modern Library,"{'History', 'Italy', 'Fiction', 'History'}"
1859,Made in America: An Informal History of the English Language in the United States,Bill Bryson,3.91,380713810,9.78E+12,eng,364,10836,613,10/23/2001,Avon Books,"{'Nonfiction', 'History'}"
1860,Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,4.19,764228498,9.78E+12,eng,239,10835,311,11/01/03,Bethany House Publishers,{'Fiction'}
